phrase	pos	var	phrase_ipa	expected_ipa	phrase_shaw	expected_shaw	classification
three bags full, sir	UNC	RSSB	ˌθriː bæɡz ˈfʊl sɜːR		𐑔𐑮𐑰 𐑚𐑨𐑜𐑟 𐑓𐑫𐑤 𐑕𐑻		unknown
three bags full, sir	UNC	GenAm	ˌθri bæɡz ˈfʊl ˌsɜːR		𐑔𐑮𐑦 𐑚𐑨𐑜𐑟 𐑓𐑫𐑤 𐑕𐑻		unknown
Star Wars Day	NP0	RSSB	stɑːrwɔːrz deɪ	stɑːR wɔːRz deɪ	𐑕𐑑𐑸𐑢𐑹𐑟 𐑛𐑱	𐑕𐑑𐑸𐑢𐑹𐑟𐑛𐑱	matches
Star Wars Day	NP0	GenAm	ˈstɑːR ˈwɔːRz deɪ	stɑːR wɔːRz deɪ	𐑕𐑑𐑸 𐑢𐑹𐑟 𐑛𐑱	𐑕𐑑𐑸𐑢𐑹𐑟𐑛𐑱	matches
Star Wars Day	NP0	GenAm	ˈstɒ ˈwɔːRz deɪ	stɑːR wɔːRz deɪ	𐑕𐑑𐑪 𐑢𐑹𐑟 𐑛𐑱	𐑕𐑑𐑸𐑢𐑹𐑟𐑛𐑱	divergent
ankle locks	NN1	RSSB	ˈaŋkəl ˌlɒks	ˈæŋkəl lɒks	𐑨𐑙𐑒𐑩𐑤 𐑤𐑪𐑒𐑕	𐑨𐑙𐑒𐑩𐑤𐑤𐑪𐑒𐑕	matches
à trois	AJ0	GenAm	ɒ ˈtrwɒ		𐑪 𐑑𐑮𐑢𐑪		unknown
guai lan	AJ0	GenAm	ˈɡwaɪ ˈlɒn		𐑜𐑢𐑲 𐑤𐑪𐑯		unknown
parking coupon	NN1	RSSB	pɑːRkɪŋ ˈkuːpɒn	ˈpɑːRkɪŋ ˈkuːpɒn	𐑐𐑸𐑒𐑦𐑙 𐑒𐑵𐑐𐑪𐑯	𐑐𐑸𐑒𐑦𐑙𐑒𐑵𐑐𐑪𐑯	matches
parking coupon	NN1	GenAm	ˈpɑːRkɪŋ ˈkjuˌpɒn	ˈpɑːRkɪŋ ˈkuːpɒn	𐑐𐑸𐑒𐑦𐑙 𐑒𐑘𐑫𐑐𐑪𐑯	𐑐𐑸𐑒𐑦𐑙𐑒𐑵𐑐𐑪𐑯	divergent
thought blocking	NN1	RSSB	θɔːt ˈblɒkɪŋ	θɔːt ˈblɒkɪŋ	𐑔𐑷𐑑 𐑚𐑤𐑪𐑒𐑦𐑙	𐑔𐑷𐑑𐑚𐑤𐑪𐑒𐑦𐑙	matches
thought blocking	NN1	GenAm	θɔːt ˈblɒkɪŋ	θɔːt ˈblɒkɪŋ	𐑔𐑷𐑑 𐑚𐑤𐑪𐑒𐑦𐑙	𐑔𐑷𐑑𐑚𐑤𐑪𐑒𐑦𐑙	matches
Dai Di	NP0	GenAm	ˈdaɪ ˈdi		𐑛𐑲 𐑛𐑦		unknown
BTO flat	NN1	RSSB	biː tiː əʊ flæt		𐑚𐑰 𐑑𐑰 𐑴 𐑓𐑤𐑨𐑑		unknown
BTO flat	NN1	GenAm	biː tiː əʊ flæt		𐑚𐑰 𐑑𐑰 𐑴 𐑓𐑤𐑨𐑑		unknown
Western Isles	NP0	RSSB	westəRnaɪlz	ˈwestəRn aɪlz	𐑢𐑧𐑕𐑑𐑼𐑯𐑲𐑤𐑟	𐑢𐑧𐑕𐑑𐑼𐑯𐑲𐑤𐑟	matches
pro domino	AV0	RSSB	prəʊ ˈdɒmɪnəʊ	prəʊ ˈdɒmɪnəʊ	𐑐𐑮𐑴 𐑛𐑪𐑥𐑦𐑯𐑴	𐑐𐑮𐑴𐑛𐑪𐑥𐑦𐑯𐑴	matches
pro domino	AV0	GenAm	proʊ ˈdɒmənoʊ	prəʊ ˈdɒmɪnəʊ	𐑐𐑮𐑴 𐑛𐑪𐑥𐑩𐑯𐑴	𐑐𐑮𐑴𐑛𐑪𐑥𐑦𐑯𐑴	matches
cold weapon	NN1	RSSB	kəʊld ˈwepən	kəʊld ˈwepən	𐑒𐑴𐑤𐑛 𐑢𐑧𐑐𐑩𐑯	𐑒𐑴𐑤𐑛𐑢𐑧𐑐𐑩𐑯	matches
cold weapon	NN1	GenAm	koʊld ˈwepən	kəʊld ˈwepən	𐑒𐑴𐑤𐑛 𐑢𐑧𐑐𐑩𐑯	𐑒𐑴𐑤𐑛𐑢𐑧𐑐𐑩𐑯	matches
virtue signalling	NN1	GenAm	ˈvɜːRtʃu sɪɡnəlɪŋ	ˈvɜːRtʃuː ˈsɪɡnəlɪŋ	𐑝𐑻𐑗𐑫 𐑕𐑦𐑜𐑯𐑩𐑤𐑦𐑙	𐑝𐑻𐑗𐑵𐑕𐑦𐑜𐑯𐑩𐑤𐑦𐑙	divergent
virtue signalling	VVI	GenAm	ˈvɜːRtʃu sɪɡnəlɪŋ	ˈvɜːRtʃuː ˈsɪɡnəlɪŋ	𐑝𐑻𐑗𐑫 𐑕𐑦𐑜𐑯𐑩𐑤𐑦𐑙	𐑝𐑻𐑗𐑵𐑕𐑦𐑜𐑯𐑩𐑤𐑦𐑙	divergent
lapsus oculi	NN1	RSSB	ˌlæpsəs ˈɒkjəlaɪ		𐑤𐑨𐑐𐑕𐑩𐑕 𐑪𐑒𐑘𐑩𐑤𐑲		unknown
lapsus oculi	NN1	GenAm	ˌlæpsəs ˈɒkjəˌlaɪ		𐑤𐑨𐑐𐑕𐑩𐑕 𐑪𐑒𐑘𐑩𐑤𐑲		unknown
late night	NN1	GenAm	ˌleɪt ˈnaɪt	leɪt naɪt	𐑤𐑱𐑑 𐑯𐑲𐑑	𐑤𐑱𐑑𐑯𐑲𐑑	matches
late night	NN1	GenAm	ˈleɪt ˌnaɪt	leɪt naɪt	𐑤𐑱𐑑 𐑯𐑲𐑑	𐑤𐑱𐑑𐑯𐑲𐑑	matches
lang may yer lum reek	UNC	RSSB	ˈlæŋ meɪ jəR ˌlʌm ˈriːk		𐑤𐑨𐑙 𐑥𐑱 𐑘𐑼 𐑤𐑳𐑥 𐑮𐑰𐑒		unknown
lang may yer lum reek	UNC	GenAm	ˈlæŋ meɪ jəR ˌlʌm ˈrik		𐑤𐑨𐑙 𐑥𐑱 𐑘𐑼 𐑤𐑳𐑥 𐑮𐑦𐑒		unknown
dumpster fire	NN1	RSSB	dʌmpstəRfaɪər		𐑛𐑳𐑥𐑐𐑕𐑑𐑼𐑓𐑲𐑼		unknown
dumpster fire	NN1	GenAm	ˈdʌmpstəRˈfaɪər		𐑛𐑳𐑥𐑐𐑕𐑑𐑼𐑓𐑲𐑼		unknown
angle parking	NN1	RSSB	ˈæŋɡəl pɑːRkɪŋ	ˈæŋɡəl ˈpɑːRkɪŋ	𐑨𐑙𐑜𐑩𐑤 𐑐𐑸𐑒𐑦𐑙	𐑨𐑙𐑜𐑩𐑤𐑐𐑸𐑒𐑦𐑙	matches
angle parking	NN1	GenAm	ˈæŋɡəl ˈpɑːRkɪŋ	ˈæŋɡəl ˈpɑːRkɪŋ	𐑨𐑙𐑜𐑩𐑤 𐑐𐑸𐑒𐑦𐑙	𐑨𐑙𐑜𐑩𐑤𐑐𐑸𐑒𐑦𐑙	matches
Dr. Strangelove	NN1	GenAm	dɒktər streɪndʒlʌv		𐑛𐑪𐑒𐑑𐑼 𐑕𐑑𐑮𐑱𐑯𐑡𐑤𐑳𐑝		unknown
down but not out	AJ0	RSSB	ˈdaʊn bət nɒt ˈaʊt	daʊn bʌt nɒt aʊt	𐑛𐑬𐑯 𐑚𐑩𐑑 𐑯𐑪𐑑 𐑬𐑑	𐑛𐑬𐑯𐑚𐑳𐑑𐑯𐑪𐑑𐑬𐑑	divergent
down but not out	AJ0	GenAm	ˈdaʊn bət nɒt ˈaʊt	daʊn bʌt nɒt aʊt	𐑛𐑬𐑯 𐑚𐑩𐑑 𐑯𐑪𐑑 𐑬𐑑	𐑛𐑬𐑯𐑚𐑳𐑑𐑯𐑪𐑑𐑬𐑑	divergent
les jeux sont faits	UNC	RSSB	leɪ ˌʒɜː sɒ ˈfeɪ		𐑤𐑱 𐑠𐑻 𐑕𐑪 𐑓𐑱		unknown
horizontal tango	NN1	RSSB	hɒrɪzɒntəl ˈtæŋɡəʊ	ˌhɒrɪˈzɒntəl ˈtæŋɡəʊ	𐑣𐑪𐑮𐑦𐑟𐑪𐑯𐑑𐑩𐑤 𐑑𐑨𐑙𐑜𐑴	𐑣𐑪𐑮𐑦𐑟𐑪𐑯𐑑𐑩𐑤𐑑𐑨𐑙𐑜𐑴	matches
horizontal tango	NN1	GenAm	ˌhɔːrəˈzɑːntəl ˈtæŋɡoʊ	ˌhɒrɪˈzɒntəl ˈtæŋɡəʊ	𐑣𐑹𐑩𐑟𐑭𐑯𐑑𐑩𐑤 𐑑𐑨𐑙𐑜𐑴	𐑣𐑪𐑮𐑦𐑟𐑪𐑯𐑑𐑩𐑤𐑑𐑨𐑙𐑜𐑴	divergent
faites vos jeux	UNC	RSSB	ˌfeɪt vəʊ ˈʒɜː		𐑓𐑱𐑑 𐑝𐑴 𐑠𐑻		unknown
faites vos jeux	UNC	RSSB	ˌfet vəʊ ˈʒɜː		𐑓𐑧𐑑 𐑝𐑴 𐑠𐑻		unknown
faites vos jeux	UNC	GenAm	ˌfet voʊ ˈʒɜː		𐑓𐑧𐑑 𐑝𐑴 𐑠𐑻		unknown
crime doesn't pay	UNC	GenAm	kraɪm ˈdʌzˌənt peɪ	kraɪm ˈdʌzənt peɪ	𐑒𐑮𐑲𐑥 𐑛𐑳𐑟𐑩𐑯𐑑 𐑐𐑱	𐑒𐑮𐑲𐑥𐑛𐑳𐑟𐑩𐑯𐑑𐑐𐑱	matches
bright and early	AV0	RSSB	braɪtən ɜːRli	braɪt N ˈɜːRli	𐑚𐑮𐑲𐑑𐑩𐑯 𐑻𐑤𐑦	𐑚𐑮𐑲𐑑𐑯𐑻𐑤𐑦	divergent
bright and early	AV0	GenAm	ˌbraɪtən ˈɜːRli	braɪt N ˈɜːRli	𐑚𐑮𐑲𐑑𐑩𐑯 𐑻𐑤𐑦	𐑚𐑮𐑲𐑑𐑯𐑻𐑤𐑦	divergent
Homo superior	NP0	RSSB	ˌhəʊməʊ suːpɪəriər	ˈhəʊməʊ suːˈpɪərɪəR	𐑣𐑴𐑥𐑴 𐑕𐑵𐑐𐑽𐑽	𐑣𐑴𐑥𐑴𐑕𐑵𐑐𐑽𐑽	matches
Homo superior	NP0	GenAm	ˌhoʊmoʊ suːˈpɪriəR	ˈhəʊməʊ suːˈpɪərɪəR	𐑣𐑴𐑥𐑴 𐑕𐑵𐑐𐑦𐑮𐑽	𐑣𐑴𐑥𐑴𐑕𐑵𐑐𐑽𐑽	divergent
Uniate Church	NP0	RSSB	ˈjuːnieɪt tʃɜːRtʃ		𐑿𐑯𐑦𐑱𐑑 𐑗𐑻𐑗		unknown
Uniate Church	NP0	GenAm	ˈjuːnieɪt ˌtʃɜːRtʃ	ˈjuniˌɪt tʃɜːRtʃ	𐑿𐑯𐑦𐑱𐑑 𐑗𐑻𐑗	𐑘𐑫𐑯𐑦𐑦𐑑𐑗𐑻𐑗	divergent
hone in	VVI	GenAm	hoʊn ɪn	həʊn ɪn	𐑣𐑴𐑯 𐑦𐑯	𐑣𐑴𐑯𐑦𐑯	matches
hone in	VVI	RSSB	həʊn ɪn	həʊn ɪn	𐑣𐑴𐑯 𐑦𐑯	𐑣𐑴𐑯𐑦𐑯	matches
currente calamo	AV0	RSSB	kərenteɪ ˈkæləməʊ		𐑒𐑼𐑧𐑯𐑑𐑱 𐑒𐑨𐑤𐑩𐑥𐑴		unknown
currente calamo	AV0	GenAm	kəˈrenteɪ ˈkæləmoʊ		𐑒𐑼𐑧𐑯𐑑𐑱 𐑒𐑨𐑤𐑩𐑥𐑴		unknown
tear out	VVI	RSSB	teəR aʊt	teəR aʊt	𐑑𐑺 𐑬𐑑	𐑑𐑺𐑬𐑑	matches
tear out	VVI	GenAm	ter aʊt	teəR aʊt	𐑑𐑧𐑮 𐑬𐑑	𐑑𐑺𐑬𐑑	divergent
active shooter	NN1	GenAm	ˌæktɪv ˈʃuːtəR	ˈæktɪv ˈʃuːtəR	𐑨𐑒𐑑𐑦𐑝 𐑖𐑵𐑑𐑼	𐑨𐑒𐑑𐑦𐑝𐑖𐑵𐑑𐑼	matches
gold star wife	NN1	RSSB	ˌɡəʊld stɑːR ˈwaɪf	ɡəʊld stɑːR waɪf	𐑜𐑴𐑤𐑛 𐑕𐑑𐑸 𐑢𐑲𐑓	𐑜𐑴𐑤𐑛𐑕𐑑𐑸𐑢𐑲𐑓	matches
gold star wife	NN1	GenAm	ˌɡoʊld stɑːR ˈwaɪf	ɡəʊld stɑːR waɪf	𐑜𐑴𐑤𐑛 𐑕𐑑𐑸 𐑢𐑲𐑓	𐑜𐑴𐑤𐑛𐑕𐑑𐑸𐑢𐑲𐑓	matches
lord of the rings	NN1	RSSB	lɔːRd əv ðə rɪŋz	lɔːRd V Ð rɪŋz	𐑤𐑹𐑛 𐑩𐑝 𐑞𐑩 𐑮𐑦𐑙𐑟	𐑤𐑹𐑛𐑝𐑞𐑮𐑦𐑙𐑟	divergent
lord of the rings	NN1	GenAm	lɔːRd əv ðə rɪŋz	lɔːRd V Ð rɪŋz	𐑤𐑹𐑛 𐑩𐑝 𐑞𐑩 𐑮𐑦𐑙𐑟	𐑤𐑹𐑛𐑝𐑞𐑮𐑦𐑙𐑟	divergent
arm span	NN1	GenAm	ˈɑːRmspæn	ɑːRm spæn	𐑸𐑥𐑕𐑐𐑨𐑯	𐑸𐑥𐑕𐑐𐑨𐑯	matches
Clapham Junction	NP0	RSSB	klæpəm dʒʌŋkʃən	ˈklæpəm ˈdʒʌŋkʃən	𐑒𐑤𐑨𐑐𐑩𐑥 𐑡𐑳𐑙𐑒𐑖𐑩𐑯	𐑒𐑤𐑨𐑐𐑩𐑥𐑡𐑳𐑙𐑒𐑖𐑩𐑯	matches
Clapham Junction	NN1	RSSB	klæpəm dʒʌŋkʃən	ˈklæpəm ˈdʒʌŋkʃən	𐑒𐑤𐑨𐑐𐑩𐑥 𐑡𐑳𐑙𐑒𐑖𐑩𐑯	𐑒𐑤𐑨𐑐𐑩𐑥𐑡𐑳𐑙𐑒𐑖𐑩𐑯	matches
chordae tendineae	NN1	RSSB	kɔːRdi tenˈdɪniˌi		𐑒𐑹𐑛𐑦 𐑑𐑧𐑯𐑛𐑦𐑯𐑦𐑦		unknown
chordae tendineae	NN1	GenAm	ˌkɔːRdi tenˈdɪniˌi		𐑒𐑹𐑛𐑦 𐑑𐑧𐑯𐑛𐑦𐑯𐑦𐑦		unknown
vieux riche	NN1	RSSB	ˌvjəʊ ˈriːʃ		𐑝𐑘𐑴 𐑮𐑰𐑖		unknown
vieux riche	NN1	GenAm	ˌvjoʊ ˈriʃ		𐑝𐑘𐑴 𐑮𐑦𐑖		unknown
vieux riche	NN1	GenAm	ˌvjoʊ ˈrɪtʃ		𐑝𐑘𐑴 𐑮𐑦𐑗		unknown
air hose	NN1	GenAm	ˈerhoʊz	eəR həʊz	𐑧𐑮𐑣𐑴𐑟	𐑺𐑣𐑴𐑟	divergent
air hose	NN1	RSSB	eəRhəʊz	eəR həʊz	𐑺𐑣𐑴𐑟	𐑺𐑣𐑴𐑟	matches
webside manner	NN1	RSSB	ˌwebsaɪd mænəR		𐑢𐑧𐑚𐑕𐑲𐑛 𐑥𐑨𐑯𐑼		unknown
webside manner	NN1	GenAm	ˌwebˌsaɪd ˈmænəR		𐑢𐑧𐑚𐑕𐑲𐑛 𐑥𐑨𐑯𐑼		unknown
smell you later	ITJ	RSSB	ˈsmel ju leɪtəR	smel juː ˈleɪtəR	𐑕𐑥𐑧𐑤 𐑘𐑫 𐑤𐑱𐑑𐑼	𐑕𐑥𐑧𐑤𐑿𐑤𐑱𐑑𐑼	divergent
smell you later	ITJ	GenAm	ˈsmel jə ˈleɪtəR	smel juː ˈleɪtəR	𐑕𐑥𐑧𐑤 𐑘𐑩 𐑤𐑱𐑑𐑼	𐑕𐑥𐑧𐑤𐑿𐑤𐑱𐑑𐑼	divergent
Dolly Daydream	NN1	RSSB	ˈdɑːli ˈdeɪdriːm	ˈdɒli ˈdeɪdriːm	𐑛𐑭𐑤𐑦 𐑛𐑱𐑛𐑮𐑰𐑥	𐑛𐑪𐑤𐑦𐑛𐑱𐑛𐑮𐑰𐑥	divergent
Dolly Daydream	NN1	GenAm	ˈdɒli ˈdeɪdriːm	ˈdɒli ˈdeɪdriːm	𐑛𐑪𐑤𐑦 𐑛𐑱𐑛𐑮𐑰𐑥	𐑛𐑪𐑤𐑦𐑛𐑱𐑛𐑮𐑰𐑥	matches
way too	AV0	GenAm	ˈweɪ tu	weɪ tuː	𐑢𐑱 𐑑𐑫	𐑢𐑱𐑑𐑵	divergent
moon pool	NN1	RSSB	ˈmuːnpuːl	muːn puːl	𐑥𐑵𐑯𐑐𐑵𐑤	𐑥𐑵𐑯𐑐𐑵𐑤	matches
moon pool	NN1	GenAm	ˈmunˌpul	muːn puːl	𐑥𐑫𐑯𐑐𐑫𐑤	𐑥𐑵𐑯𐑐𐑵𐑤	divergent
grand fromage	NN1	RSSB	ˈɡrɒn ˈfrɒmaʒ		𐑜𐑮𐑪𐑯 𐑓𐑮𐑪𐑥𐑨𐑠		unknown
Oresund Bridge	NP0	RSSB	ɜːRsʊnd ˈbrɪdʒ		𐑻𐑕𐑫𐑯𐑛 𐑚𐑮𐑦𐑡		unknown
Oresund Bridge	NP0	GenAm	ˌɜːRsʊnd ˈbrɪdʒ	ˈɜːRsʊnd brɪdʒ	𐑻𐑕𐑫𐑯𐑛 𐑚𐑮𐑦𐑡	𐑻𐑕𐑫𐑯𐑛𐑚𐑮𐑦𐑡	matches
La Trobian	AJ0	RSSB	lə trəʊbɪən		𐑤𐑩 𐑑𐑮𐑴𐑚𐑾𐑯		unknown
La Trobian	AJ0	GenAm	lə ˈtroʊbɪən		𐑤𐑩 𐑑𐑮𐑴𐑚𐑾𐑯		unknown
La Trobian	NN1	RSSB	lə trəʊbɪən		𐑤𐑩 𐑑𐑮𐑴𐑚𐑾𐑯		unknown
La Trobian	NN1	GenAm	lə ˈtroʊbɪən		𐑤𐑩 𐑑𐑮𐑴𐑚𐑾𐑯		unknown
crony capitalism	NN1	GenAm	ˈkroʊni ˈkæpɪtəlɪzəm	ˈkrəʊni ˈkæpɪtəlɪzəm	𐑒𐑮𐑴𐑯𐑦 𐑒𐑨𐑐𐑦𐑑𐑩𐑤𐑦𐑟𐑩𐑥	𐑒𐑮𐑴𐑯𐑦𐑒𐑨𐑐𐑦𐑑𐑩𐑤𐑦𐑟𐑩𐑥	matches
virtue signaller	NN1	RSSB	vɜːRtʃuː sɪɡnələR	ˈvɜːRtʃuː ˈsɪɡnələR	𐑝𐑻𐑗𐑵 𐑕𐑦𐑜𐑯𐑩𐑤𐑼	𐑝𐑻𐑗𐑵𐑕𐑦𐑜𐑯𐑩𐑤𐑼	matches
virtue signaller	NN1	GenAm	ˈvɜːRtʃu ˌsɪɡnələr	ˈvɜːRtʃuː ˈsɪɡnələR	𐑝𐑻𐑗𐑫 𐑕𐑦𐑜𐑯𐑩𐑤𐑼	𐑝𐑻𐑗𐑵𐑕𐑦𐑜𐑯𐑩𐑤𐑼	divergent
virtue signaller	NN1	GenAm	ˈvɜːRtʃ- -ləR	ˈvɜːRtʃuː ˈsɪɡnələR	𐑝𐑻𐑗- -𐑤𐑼	𐑝𐑻𐑗𐑵𐑕𐑦𐑜𐑯𐑩𐑤𐑼	divergent
Savile Row	NP0	RSSB	sævɪl rəʊ		𐑕𐑨𐑝𐑦𐑤 𐑮𐑴		unknown
beat as one	VVI	RSSB	biːt əz ˈwɒn	biːt æz wʌn	𐑚𐑰𐑑 𐑩𐑟 𐑢𐑪𐑯	𐑚𐑰𐑑𐑨𐑟𐑢𐑳𐑯	divergent
beat as one	VVI	GenAm	bit əz ˈwʌn	biːt æz wʌn	𐑚𐑦𐑑 𐑩𐑟 𐑢𐑳𐑯	𐑚𐑰𐑑𐑨𐑟𐑢𐑳𐑯	divergent
complementary medicines	NN1	RSSB	kɒmpləmentəriː ˈmedɪsɪnz	ˌkɒmplɪˈmentəri ˈmedɪsənz	𐑒𐑪𐑥𐑐𐑤𐑩𐑥𐑧𐑯𐑑𐑼𐑰 𐑥𐑧𐑛𐑦𐑕𐑦𐑯𐑟	𐑒𐑪𐑥𐑐𐑤𐑦𐑥𐑧𐑯𐑑𐑼𐑦𐑥𐑧𐑛𐑦𐑕𐑩𐑯𐑟	divergent
complementary medicines	NN1	RSSB	kɔːmpləmentəriː ˈmedɪsɪnz	ˌkɒmplɪˈmentəri ˈmedɪsənz	𐑒𐑷𐑥𐑐𐑤𐑩𐑥𐑧𐑯𐑑𐑼𐑰 𐑥𐑧𐑛𐑦𐑕𐑦𐑯𐑟	𐑒𐑪𐑥𐑐𐑤𐑦𐑥𐑧𐑯𐑑𐑼𐑦𐑥𐑧𐑛𐑦𐑕𐑩𐑯𐑟	divergent
complementary medicines	NN1	GenAm	ˌkɒmpləˌmentəri ˈmedɪsɪnz	ˌkɒmplɪˈmentəri ˈmedɪsənz	𐑒𐑪𐑥𐑐𐑤𐑩𐑥𐑧𐑯𐑑𐑼𐑦 𐑥𐑧𐑛𐑦𐑕𐑦𐑯𐑟	𐑒𐑪𐑥𐑐𐑤𐑦𐑥𐑧𐑯𐑑𐑼𐑦𐑥𐑧𐑛𐑦𐑕𐑩𐑯𐑟	matches
zero derivation	NN1	RSSB	zɪərəʊ derɪveɪʃən	ˈzɪərəʊ ˌderɪˈveɪʃən	𐑟𐑽𐑴 𐑛𐑧𐑮𐑦𐑝𐑱𐑖𐑩𐑯	𐑟𐑽𐑴𐑛𐑧𐑮𐑦𐑝𐑱𐑖𐑩𐑯	matches
zero derivation	NN1	GenAm	ˌzirəʊ ˈderɪˌveɪʃən	ˈzɪərəʊ ˌderɪˈveɪʃən	𐑟𐑦𐑮𐑴 𐑛𐑧𐑮𐑦𐑝𐑱𐑖𐑩𐑯	𐑟𐑽𐑴𐑛𐑧𐑮𐑦𐑝𐑱𐑖𐑩𐑯	divergent
there must be something in the water	UNC	RSSB	ðeəR mʌst biː ˈsʌmθɪŋ ɪn ðə wɔːtəR	ðeəR mʌst biː ˈsʌmθɪŋ ɪn Ð ˈwɔːtər	𐑞𐑺 𐑥𐑳𐑕𐑑 𐑚𐑰 𐑕𐑳𐑥𐑔𐑦𐑙 𐑦𐑯 𐑞𐑩 𐑢𐑷𐑑𐑼	𐑞𐑺𐑥𐑳𐑕𐑑𐑚𐑰𐑕𐑳𐑥𐑔𐑦𐑙𐑦𐑯𐑞𐑢𐑷𐑑𐑼	divergent
there must be something in the water	UNC	GenAm	ðeər mʌst bi ˈsʌmθɪŋ ɪn ðə ˈwɒtər	ðeəR mʌst biː ˈsʌmθɪŋ ɪn Ð ˈwɔːtər	𐑞𐑺 𐑥𐑳𐑕𐑑 𐑚𐑦 𐑕𐑳𐑥𐑔𐑦𐑙 𐑦𐑯 𐑞𐑩 𐑢𐑪𐑑𐑼	𐑞𐑺𐑥𐑳𐑕𐑑𐑚𐑰𐑕𐑳𐑥𐑔𐑦𐑙𐑦𐑯𐑞𐑢𐑷𐑑𐑼	divergent
spiedie sauce	NN1	RSSB	spiːdi sɔːs		𐑕𐑐𐑰𐑛𐑦 𐑕𐑷𐑕		unknown
spiedie sauce	NN1	GenAm	spidi sɒs		𐑕𐑐𐑦𐑛𐑦 𐑕𐑪𐑕		unknown
La Trobe	NP0	RSSB	lə ˈtrəʊb		𐑤𐑩 𐑑𐑮𐑴𐑚		unknown
La Trobe	NP0	GenAm	lə ˈtroʊb		𐑤𐑩 𐑑𐑮𐑴𐑚		unknown
clown-car primary	NN1	GenAm	ˈklaʊn kɑːR ˌpraɪməri		𐑒𐑤𐑬𐑯 𐑒𐑸 𐑐𐑮𐑲𐑥𐑼𐑦		unknown
mouse deers	NN1	GenAm	ˈmaʊsdɪrz		𐑥𐑬𐑕𐑛𐑦𐑮𐑟		unknown
mouse deers	NN1	RSSB	maʊsdɪəRz		𐑥𐑬𐑕𐑛𐑽𐑟		unknown
hard Brexit	NP0	GenAm	ˈhɑːRd ˌbreksɪt		𐑣𐑸𐑛 𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
hard Brexit	NP0	GenAm	ˌhɑːRd ˈbreksɪt		𐑣𐑸𐑛 𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
hard Brexit	NP0	RSSB	hɑːRd ˌbreksɪt		𐑣𐑸𐑛 𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
hard Brexit	NP0	RSSB	hɑːRd ˈbreksɪt		𐑣𐑸𐑛 𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
soft Brexit	NP0	GenAm	ˈsɒft ˌbreksɪt		𐑕𐑪𐑓𐑑 𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
soft Brexit	NP0	RSSB	ˈsɒft ˌbreksɪt		𐑕𐑪𐑓𐑑 𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
soft Brexit	NP0	GenAm	ˌsɒftˈbreksɪt		𐑕𐑪𐑓𐑑𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
soft Brexit	NP0	RSSB	ˌsɒftˈbreksɪt		𐑕𐑪𐑓𐑑𐑚𐑮𐑧𐑒𐑕𐑦𐑑		unknown
winged word	NN1	RSSB	ˌwɪŋd wɜːRd	wɪŋd wɜːRd	𐑢𐑦𐑙𐑛 𐑢𐑻𐑛	𐑢𐑦𐑙𐑛𐑢𐑻𐑛	matches
winged word	NN1	GenAm	ˌwɪŋd ˈwɜːRd	wɪŋd wɜːRd	𐑢𐑦𐑙𐑛 𐑢𐑻𐑛	𐑢𐑦𐑙𐑛𐑢𐑻𐑛	matches
street sweeper	NN1	GenAm	ˈstrit ˌswipəR	striːt ˈswiːpəR	𐑕𐑑𐑮𐑦𐑑 𐑕𐑢𐑦𐑐𐑼	𐑕𐑑𐑮𐑰𐑑𐑕𐑢𐑰𐑐𐑼	divergent
coincidence theorist	NN1	RSSB	kəʊˈɪnsɪdəns θɪərɪst	kəʊˈɪnsɪdəns ˈθɪərɪst	𐑒𐑴𐑦𐑯𐑕𐑦𐑛𐑩𐑯𐑕 𐑔𐑽𐑦𐑕𐑑	𐑒𐑴𐑦𐑯𐑕𐑦𐑛𐑩𐑯𐑕𐑔𐑽𐑦𐑕𐑑	matches
coincidence theorist	NN1	GenAm	koʊˈɪnsədəns ˌθiːərɪst	kəʊˈɪnsɪdəns ˈθɪərɪst	𐑒𐑴𐑦𐑯𐑕𐑩𐑛𐑩𐑯𐑕 𐑔𐑰𐑼𐑦𐑕𐑑	𐑒𐑴𐑦𐑯𐑕𐑦𐑛𐑩𐑯𐑕𐑔𐑽𐑦𐑕𐑑	divergent
meo more	AV0	RSSB	meɪəʊmɔːreɪ		𐑥𐑱𐑴𐑥𐑹𐑱		unknown
snap election	NN1	RSSB	ˌsnæp ɪˈlekʃən	snæp ɪˈlekʃən	𐑕𐑯𐑨𐑐 𐑦𐑤𐑧𐑒𐑖𐑩𐑯	𐑕𐑯𐑨𐑐𐑦𐑤𐑧𐑒𐑖𐑩𐑯	matches
snap election	NN1	GenAm	ˌsnæp iˈlekʃən	snæp ɪˈlekʃən	𐑕𐑯𐑨𐑐 𐑦𐑤𐑧𐑒𐑖𐑩𐑯	𐑕𐑯𐑨𐑐𐑦𐑤𐑧𐑒𐑖𐑩𐑯	matches
